"","ACK_ID","PLAN_YEAR_BEGIN_DATE","PLAN_YEAR_END_DATE","PLAN_NAME","PLAN_EFFECTIVE_DATE","PLAN_TYPE","SPONSOR_NAME","SPONSOR_STATE","SPONSOR_EIN","BUSINESS_CODE","TOTAL_ACCBAL_PARTCP_BOY","TOTAL_ACCBAL_PARTCP_EOY","TOTAL_CONTRIB_PARTCP_BOY","TOTAL_CONTRIB_PARTCP_EOY","TOTAL_CONTRIB_EMPLR_BOY","TOTAL_CONTRIB_EMPLR_EOY","TOTAL_LOANS_BOY","TOTAL_LOANS_EOY","TOTAL_ASSETS_BOY","TOTAL_ASSETS_EOY","INDUSTRY_TITLE"
"6322","20241011164533NAL0011194243001","2023-01-01","2023-12-31","HHG COMPANIES, INC. 401(K) PROFIT SHARING PLAN","1994-01-01","3H2J2K2T2E2F2G3D","HHG COMPANIES, INC.","TX",943391258,721110,120,133,0,0,0,0,31014,30963,5075381,6077358,"Hotels (except casino hotels) and motels"
"6323","20241011164541NAL0012770163001","2023-01-01","2023-12-31","FORD, WALKER, HAGGERTY & BEHAR, LLP 401(K) PLAN","1992-05-01","2A2E2F2G2J2K2R2T3B3D","FORD, WALKER, HAGGERTY & BEHAR, LLP","CA",330485182,541110,157,162,102174,0,540251,616754,163566,115325,27781220,30278649,"Offices of lawyers"
"6324","20241011164549NAL0011194643001","2023-01-01","2023-12-31","MAINSTREET, INSITE, GENCAP 401(K) PLAN","2014-01-01","2A2E2F2G2J2K2S2T3D3H","MAIN STREET PROPERTY GROUP LLC","WA",274333531,531310,124,146,1687,0,285813,0,56358,117804,4736363,6873547,"Real estate property managers"
"6325","20241011190147NAL0038062272001","2023-01-01","2023-12-31","SERTA SIMMONS BEDDING 401(K) RETIREMENT PLAN","1991-01-01","2E2F2G2J2K2S2T","SERTA SIMMONS BEDDING, LLC","GA",10931874,337000,4455,4007,270015,260254,501122,0,5740431,5201309,249098503,265889654,"Furniture and related product manufacturing"
"6326","20241011170228NAL0011211315001","2023-01-01","2023-12-31","DIGITAL ARBITRAGE, INC. 401(K) PLAN","2016-01-01","3H2E2F2G2J2K2S2T3D2R","DIGITAL ARBITRAGE, INC.","CA",460669271,541519,210,212,0,0,0,0,23102,90665,3619079,6761876,"Other computer related services"
"6327","20241011170259NAL0011211827001","2023-01-01","2023-12-31","WESTERN ELECTRICITY COORDINATING COUNCIL 401(K) PLAN","2002-01-01","2E2F2G2J2K2T3D","WESTERN ELECTRICITY COORDINATING COUNCIL","UT",876133162,221100,232,239,0,0,19995,23597,437717,582289,31516465,38514368,"Electric power generation, transmission and distribution"
"6328","20241011170317NAL0037799632001","2023-01-01","2023-12-31","JUMPCLOUD, INC. 401(K) PLAN","2019-01-01","2E2F2G2J2K2T3D","JUMPCLOUD, INC.","CO",352397218,541511,593,529,0,0,0,0,31736,52533,15819857,22964313,"Custom computer programming services"
"6329","20241011170327NAL0011212163001","2023-01-01","2023-12-31","403(B) THRIFT PLAN OF ROBISON JEWISH HOME","2002-01-01","2G3D2J2K2T","ROBISON JEWISH HOME","OR",930386852,623000,147,147,0,0,0,0,0,0,2404546,2561811,"Nursing and residential care facilities"
"6330","20241011170344NAL0045237202001","2023-01-01","2023-12-31","MAXIMUS GSA RETIREMENT PLAN","2007-01-01","2F2G2T3F3H2E3D2R","MAXIMUS, INC.","VA",541000588,541990,4117,3806,0,0,0,0,0,0,17075888,19927723,"All other professional, scientific, and technical services"
"6331","20240728055255NAL0011569219001","2023-01-01","2023-12-31","OCTAPHARMA USA, INC. RETIREMENT 401(K) PLAN","2004-10-04","2E2F2G2J2K2T3D3H","OCTAPHARMA USA, INC.","NJ",753113527,424210,140,153,54491,73865,162886,188489,238371,317655,17340453,23116233,"Drugs and druggists' sundries merchant wholesalers"
"6332","20240728091730NAL0011656019001","2023-01-01","2023-12-31","TIDELANDS HEALTH 403(B) RETIREMENT SAVINGS PLAN","2007-01-01","2F2G2L2M2T3H2S3D","GEORGETOWN HOSPITAL SYSTEMS DBA TIDELANDS HEALTH","SC",20598440,622000,2627,2793,356397,417697,128376,254798,1354392,1280790,145619590,175508510,"Hospitals"
"6333","20240729101740NAL0019219073001","2023-01-01","2023-12-31","ESCO EMPLOYEE SAVINGS INVESTMENT PLAN","1990-10-01","2E2F2G2J2K2S2T3H","ESCO TECHNOLOGIES INC.","MO",431554045,335900,3403,3605,76536,651,34429,440,4570211,4603815,389069827,448132490,"Other electrical equipment and component manufacturing"
"6334","20240729160531NAL0011217555001","2023-01-01","2023-12-31","FIRST FEDERAL SAVINGS BANK 401(K) PROFIT SHARING PLAN","1993-01-01","2E2F2G2J2K3D2T","FIRST FEDERAL SAVINGS BANK","ID",820172244,522110,357,381,0,0,10348,8815,318341,303917,28596051,34133710,"Commercial banking"
"6335","20240729160632NAL0041594146001","2023-01-01","2023-12-31","THE HOLT RETIREMENT PLAN","1999-08-01","2E2F2G2J2K2S2T3D3H","HOLT OF CALIFORNIA","CA",680421094,423800,910,957,52,21931,4813338,5087488,1110105,1334533,103091548,123617947,"Machinery, equipment, and supplies merchant wholesalers"
"6336","20240729160925NAL0030224912001","2023-01-01","2023-12-31","KHAN ACADEMY, INC. 401(K) SAFE HARBOR PLAN","2012-01-01","2E2F2G2J2K2S2T3D2R","KHAN ACADEMY, INC.","CA",261544963,611000,341,358,0,0,0,0,115391,116408,23437507,31695587,"Educational services"
"6337","20240729161103NAL0011221779001","2023-01-01","2023-12-31","NEKTAR THERAPEUTICS 401(K) PLAN","1994-02-15","2E2F2G2J2K2T3I3D2R","NEKTAR THERAPEUTICS","CA",943134940,541700,988,859,0,0,0,0,563175,346958,120666886,133625116,"Scientific research and development services"
"6338","20240730104451NAL0020564545001","2023-01-01","2023-12-31","ALBERT EINSTEIN COLLEGE OF MEDICINE 403(B) RETIREMENT INCOME PLAN","2015-09-01","2E2F2G2J2K2T2L2M3H","ALBERT EINSTEIN COLLEGE OF MEDICINE","NY",830621846,611000,2116,2264,0,0,0,0,2079938,2103428,484533615,544751369,"Educational services"
"6339","20240730104635NAL0033980832001","2023-01-01","2023-12-31","MAX CREDIT UNION CAPITAL ACCUMULATION PLAN","1983-01-03","2E2F2G2J2K2S2T3D","MAX CREDIT UNION","AL",364618706,522130,383,400,0,0,0,0,874332,948919,48821440,52510805,"Credit unions"
"6340","20240730104737NAL0020568241001","2023-01-01","2023-12-31","VISITING NURSE HOME & HOSPICE 401(K) RETIREMENT PLAN","1986-07-01","2E2F2G2J2T3D","VISITING NURSE HOME & HOSPICE","RI",50258915,621610,196,185,0,0,0,0,0,0,12642280,13548178,"Home health care services"
"6341","20240730121234NAL0011802627001","2023-01-01","2023-12-31","TIGHE & BOND, INC. DEFERRED PROFIT SHARING AND 401(K) RETIREMENT PLAN AND TRUST","1984-04-02","2E2F2G2J2K2T3D2R","TIGHE & BOND, INC.","MA",42821431,541330,591,639,0,0,1975000,2100000,400143,575161,125305795,151945807,"Engineering services"
"6342","20240730121300NAL0019993105001","2023-01-01","2023-12-31","AVANTIC LODGING ENTERPRISES INC. 401(K) PLAN","2019-12-13","2F2G2J2K2T2E3D","AVANTIC LODGING ENTERPRISES INC.","KS",842559601,721110,147,132,0,0,0,0,98204,110979,3586710,3438351,"Hotels (except casino hotels) and motels"
"6343","20240730153037NAL0011990227001","2023-01-01","2023-12-31","LLAMAS PLASTICS INC 401(K) PROFIT SHARING PLAN & TRUST","1990-06-01","2E2F2G2J2T3D","LLAMAS PLASTICS INC","CA",953194249,326100,107,104,0,0,0,0,185080,136994,3139027,3670150,"Plastics product manufacturing"
"6344","20240730134424NAL0013450675001","2023-01-01","2023-12-31","MURTHA CULLINA LLP PROFIT SHARING RETIREMENT PLAN","1967-01-01","2A2E2F2G2J2R2T3B3F","MURTHA CULLINA LLP","CT",60686015,541110,279,261,0,56000,1176943,726916,377506,340127,97789961,108134507,"Offices of lawyers"
"6345","20240730154256NAL0012001219001","2023-01-01","2023-12-31","GORDON AND BETTY MOORE FOUNDATION 401(K) PLAN","2001-01-04","2E2F2G2J2K2T3D2R","GORDON E. AND BETTY I. MOORE FOUNDATION","CA",943397785,813000,145,155,0,0,0,0,198785,167285,50760923,64365784,"Religious, grantmaking, civic, professional, and similar organizations"
"6346","20240730154415NAL0012002531001","2023-01-01","2023-12-31","NORTH STAR MUTUAL INSURANCE COMPANY 401(K) PLAN","1983-01-01","2E2F2G2J2K2T3D","NORTH STAR MUTUAL INSURANCE COMPANY","MN",410446480,524150,311,311,0,0,0,0,9565,45851,33648170,40289203,"Direct insurance carriers agencies and brokerages"
"6347","20240730154538NAL0045987154001","2023-01-01","2023-12-31","EARNHARDT'S SAVINGS PLAN","1987-01-01","2E2F2G2J2K2S2T3D3H","EARNHARDT MANAGEMENT COMPANY","AZ",860394615,441110,1878,1749,0,0,0,0,1306888,1787971,56246624,65101939,"New car dealers"
"6348","20240730160127NAL0021130497001","2023-01-01","2023-12-31","MEADVILLE FORGING COMPANY PROFIT SHARING RETIREMENT AND SAVINGS","1984-07-01","2E2F2G2J2K2T3H3D","MEADVILLE FORGING COMPANY, L.P.","IL",251850430,332110,196,190,2500,0,259590,733652,256389,260934,28627223,31522922,"Forging and stamping"
"6349","20240730160130NAL0032338528001","2023-01-01","2023-12-31","LEVARE U.S., INC. 401(K) PLAN","2008-07-01","2E2F2G2J2K2T3D","LEVARE U.S., INC.","OK",261626794,213110,201,212,0,0,0,0,211226,279542,9273242,11955136,"Support activities for mining"
"6350","20240731120206NAL0022185489001","2023-01-01","2023-12-31","PUEBLO BANK & TRUST COMPANY 401(K) PLAN & TRUST","1995-01-01","2E2F2G2J2K2T3D","THE PUEBLO BANK & TRUST COMPANY","CO",840297400,522110,165,164,0,0,0,0,144965,189461,7827939,9604154,"Commercial banking"
"6351","20240731120250NAL0014285219001","2023-01-01","2023-12-31","ARROWHEAD 401(K) PLAN AND TRUST","2005-01-15","2E2F2G2J2K2T3H3D","ARROWHEAD PHARMACEUTICALS, INC.","CA",460408024,561490,489,608,0,0,0,0,165800,301385,29371639,43979875,"Other business support services"
"6352","20240731080248NAL0021898833001","2023-01-01","2023-12-31","DENIER ELECTRIC CO., INC. SAVINGS & INVESTMENT PLAN","1987-11-01","2E2F2G2J2K2S2T3D","DENIER ELECTRIC CO., INC.","OH",310839754,238210,379,370,0,0,0,0,362244,380484,28802110,34552493,"Electrical and wiring contractors"
"6353","20240731095103NAL0014201539001","2023-01-01","2023-12-31","T2 FINANCIAL LLC 401(K) PROFIT SHARING PLAN & TRUST","2020-01-01","2A2E2F2G2J2K2S2T3D","T2 FINANCIAL LLC","OH",823060879,522292,630,743,0,0,0,0,0,0,8032392,11469050,"Real estate credit"
"6354","20240731095449NAL0014205459001","2023-01-01","2023-12-31","STANFORD HEALTH CARE RETIREMENT SAVINGS PLAN","1981-03-01","2F2L2M2R2T2G3F3H","STANFORD HEALTH CARE","CA",946174066,622000,33693,36192,22545,34745,473762,508040,35777300,41282348,4535728964,5761504142,"Hospitals"
"6355","20240731132401NAL0034028128001","2023-01-01","2023-12-31","FORCHT GROUP OF KENTUCKY SAVINGS PLAN","1999-09-01","2E2F2G2J2K2S2T3D3H","FORCHT GROUP, INC.","KY",452579770,523900,1616,1633,0,0,0,0,0,0,41265790,48615196,"Other financial investment activities"
"6356","20240731084121NAL0012536467001","2023-01-01","2023-12-31","BANDO USA, INC. 401(K) PLAN","1989-01-01","2E2F2G2J2K2S2T3D","BANDO USA, INC.","KY",521704945,326200,102,95,13914,14364,3840,3889,240696,200099,7735061,8096486,"Rubber product manufacturing"
"6357","20240724133130NAL0013028193001","2023-01-01","2023-12-31","FRONTIER COOPERATIVE 401(K) PLAN","1990-09-01","2E2F2G2J2K2S2T3D","FRONTIER COOPERATIVE","IA",203013069,311900,671,659,0,0,34382,27996,646496,685110,41785672,47581545,"Other food manufacturing"
"6358","20240724133220NAL0012685521001","2023-01-01","2023-12-31","FOUNDATION MEDICINE 401(K) PLAN","2010-05-15","2F2G2J2K2T3H2E3D","FOUNDATION MEDICINE, INC.","MA",271316416,621498,2229,2212,0,568981,2224135,2227158,1419665,1557399,137535307,186981550,"All other outpatient care centers"
"6359","20240724051538NAL0007924835001","2023-01-01","2023-12-31","CLINICAL SUPPLIES MANAGEMENT HOLDINGS, INC. 401(K) PLAN","2006-01-01","2E2F2G2J2K2T3D3H","CLINICAL SUPPLIES MANAGEMENT","PA",814016259,812990,138,154,22415,27085,4861,14467,39266,30278,3313861,4819819,"All other personal services"
"6360","20240724051641NAL0007924899001","2023-01-01","2023-12-31","HENKE SASS WOLF OF AMERICA, INC. 401(K) RETIREMENT PLAN","1997-01-01","2E2F2G2J2K2S2T3D3H","HENKE SASS WOLF OF AMERICA, INC.","MA",43127665,339110,218,204,11435,24739,3474,8943,96337,151609,4418428,5717035,"Medical equipment and supplies manufacturing"
"6361","20240724051843NAL0007210115001","2023-01-01","2023-12-31","WOODBINE MFG CO. RETIREMENT PLAN","2006-01-01","2E2F2G2J2K2S2T3D","WOODBINE MFG DBA TOMMY GATE CO","AZ",420930347,333900,191,204,11484,14080,19621,24933,249861,251735,13418553,15092840,"Other general purpose machinery manufacturing"
"6362","20240724052005NAL0007925107001","2023-01-01","2023-12-31","ADVANCE ENGINEERING COMPANY RETIREMENT SAVINGS PLAN","2004-08-09","2E2F2G2J2K2S2T3D","ADVANCE ENGINEERING COMPANY","MI",300265502,331200,109,108,1768,4123,662,650,65383,53027,4246482,4724816,"Steel product manufacturing from purchased steel"
"6363","20240724082607NAL0021242112001","2023-01-01","2023-12-31","403(B) THRIFT PLAN OF SENIOR RESOURCES OF WEST MICHIGAN","1999-10-01","2G3D2S2T2F2L","SENIOR RESOURCES OF WEST MICHIGAN","MI",382048765,813000,136,139,0,0,0,0,67823,141043,6047642,7418068,"Religious, grantmaking, civic, professional, and similar organizations"
"6364","20240724145410NAL0007554371001","2023-01-01","2023-12-31","MERCHANTS MUTUAL CAPITAL ACCUMULATION PLAN","1980-07-01","2E2F2G2J2K2R2S2T","MERCHANTS MUTUAL INSURANCE COMPANY","NY",160550140,524140,429,433,0,0,0,0,815497,884545,64266152,70425021,"Direct life health medical insurance carriers"
"6365","20240724154743NAL0012952145001","2023-01-01","2023-12-31","MOD-PAC CORP. PROFIT SHARING/401(K) PLAN","2003-03-14","2E2F2G2J2K","MOD-PAC CORP.","NY",384099339,323100,362,427,12856,14684,5601,6979,347962,465048,26395583,29369692,"Printing and related support activities"
"6366","20240725102322NAL0008140723001","2023-01-01","2023-12-31","TEAM, INC. SALARY DEFERRAL PLAN AND TRUST","1984-10-01","2E2F2G2J2K2S2T3H3D","TEAM, INC.","TX",741765729,551112,5465,5262,0,0,0,0,6696756,7038546,279958277,324145820,"Offices of other holding companies"
"6367","20240725153324NAL0009418355001","2023-01-01","2023-12-31","HP INC. 401(K) PLAN","1983-01-01","2F2G2I2J2K2O2R2S3H","HP INC.","TX",941081436,334110,37084,35591,420434,0,56205655,64100823,32649901,34120867,8856489587,9672165015,"Computer and peripheral equipment manufacturing"
"6368","20240725153546NAL0024553632001","2023-01-01","2023-12-31","YOUR OWN HOME INC 401(K) PROFIT SHARING PLAN & TRUST","2016-01-01","2E2F2G2J2K2T3D3H","YOUR OWN HOME INC","PA",251871065,621610,141,97,0,0,0,0,9254,7401,369212,418754,"Home health care services"
"6369","20240725154634NAL0014815425001","2023-01-01","2023-12-31","PORTLAND SPECIALTY BAKING, LLC 401(K) PLAN","2009-01-01","2E2F2G2J2K2T3D","PORTLAND SPECIALTY BAKING, LLC","OR",352221306,311800,116,80,2929,3243,2443,2659,139731,126942,1948669,2382224,"Bakeries and tortilla manufacturing"
"6370","20240726093926NAL0008837603001","2023-01-01","2023-12-31","GARY & LEO'S INC. CASH OR DEFERRED PROFIT SHARING PLAN & TRUST","1988-01-01","2S2E3D2G2J2K2F2T","GARY & LEO'S INC.","MT",810450061,445110,134,107,2704,0,85595,73239,33963,20869,5209276,6078911,"Supermarkets and other grocery retailers (except convenience retailers)"
"6371","20240726100923NAL0015792865001","2023-01-01","2023-12-31","JEFFERSON COMMUNITY HEALTH CENTER INC. TAX DEFERRED ANNUITY PLAN","1994-10-01","2F2G2L2T3B3D3F","JEFFERSON COMMUNITY HEALTH CENTER INC.","NE",470468078,622000,214,209,0,0,0,0,0,0,9464679,11811583,"Hospitals"
"6372","20240726100924NAL0026221504001","2023-01-01","2023-12-31","EQUUS EMPLOYEE SAVINGS AND RETIREMENT PLAN","1996-09-01","2E2F2G2J2K2T3D2R","EQUUS HOLDINGS, INC.","MN",411827055,334110,270,256,0,0,0,0,23149,92815,21562203,24729748,"Computer and peripheral equipment manufacturing"
"6373","20240726120510NAL0015923857001","2023-01-01","2023-12-31","AMERICA VOTES 401(K) PLAN","2005-08-15","2E2F2G2J2K2S2T3D","AMERICA VOTES, INC.","DC",264568349,813930,138,150,34997,29912,23451,18199,22050,14986,4961513,6656771,"Labor unions and similar labor organizations"
"6374","20240726123813NAL0010207507001","2023-01-01","2023-12-31","SONOCO RETIREMENT & SAVINGS PLAN","1983-01-01","2E2F2G2J2K2R2S2T","SONOCO PRODUCTS COMPANY","SC",570248420,322100,12946,14687,550057,755785,1026815,1824894,28343084,38198696,1214442524,1560739492,"Pulp, paper, and paperboard mills"
"6375","20240726145625NAL0010330211001","2023-01-01","2023-12-31","CHILDREN'S COUNCIL OF SAN FRANCISCO 401(K) PROFIT SHARING PLAN","2001-02-01","2A2E2J2K2F2G3D","CHILDRENS COUNCIL OF SAN FRANCISCO","CA",942221305,624100,147,163,0,0,11208,34284,57360,45032,10591312,12189207,"Individual and family services"
"6376","20240726145653NAL0016207009001","2023-01-01","2023-12-31","IROQUOIS INDUSTRIAL GROUP LLC 401(K) PROFIT SHARING PLAN & TRUST","1983-01-01","2E2F2G2J2K2S2T3H3D","IROQUOIS INDUSTRIAL GROUP LLC","IL",454035661,331200,488,551,21225,29474,3481,5032,107394,81887,4871169,6429870,"Steel product manufacturing from purchased steel"
"6377","20240726145716NAL0033387282001","2023-01-01","2023-12-31","INVESTMENT PLAN FOR EMPLOYEES OF PUGET SOUND ENERGY, INC.","1970-08-01","2E2F2G2J2K2S2T3F3H","PUGET SOUND ENERGY, INC.","WA",910374630,221100,4341,4482,1510853,1691464,8698732,10468026,9208733,10325476,1028290467,1206027160,"Electric power generation, transmission and distribution"
"6378","20240726150049NAL0033395378001","2023-01-01","2023-12-31","YEAR UP, INC. 401(K) PLAN","2001-05-01","2E2G2J2K2T2F3D","YEAR UP, INC.","MA",43534407,611000,1181,1168,0,0,0,0,1066041,985912,53363461,68451485,"Educational services"
"6379","20240726150102NAL0010335571001","2023-01-01","2023-12-31","SR TECHNOLOGIES, INC. 401(K) PLAN","2007-01-01","2F2G2J2K2T3H2E3D","SR TECHNOLOGIES, INC.","FL",650899433,541600,192,200,0,0,0,0,220941,201383,21021803,25951291,"Management, scientific, and technical consulting services"
"6380","20240726180019NAL0027343184001","2023-01-01","2023-12-31","ARBOR MANAGEMENT, INC. EMPLOYEE'S RETIREMENT/SAVING PLAN","1988-01-01","2E2F2G2J2K2T3D","ARBOR MANAGEMENT, INC.","IL",363422789,722300,127,132,0,0,0,0,0,0,5435312,5170778,"Special food services"
"6381","20240801120142NAL0049455970001","2023-01-01","2023-12-31","LEEGIN CREATIVE LEATHER PRODUCTS, LLC. 401(K) PROFIT SHARING PLAN","1995-07-15","2E2F2G2J2K2R2T3D","BRIGHTON COLLECTIBLES, LLC","CA",861148772,316990,346,321,23270,23495,292814,617004,578279,698435,36890423,42913660,"Other leather and allied product manufacturing"
"6382","20240801163329NAL0023169601001","2023-01-01","2023-12-31","CONNECTIVERX RETIREMENT SAVINGS PLAN","2009-10-01","2E2F2G2J2R2S2T3D3F3H","PSKW, LLC","NJ",203058721,621399,1589,1696,198345,0,248365,145121,693626,851601,49177463,62990586,"Offices of all other miscellaneous health practitioners"
"6383","20240801200052NAL0039513360001","2023-01-01","2023-12-31","AAREN SCIENTIFIC INC. 401(K) PROFIT SHARING PLAN","1998-01-01","2E2F2G2J2K2T3D","CARL ZEISS MEDITEC PRODUCTION, LLC","CA",820721478,339110,167,157,0,0,0,0,0,0,87808,79709,"Medical equipment and supplies manufacturing"
"6384","20240801095137NAL0015076275001","2023-01-01","2023-12-31","HANOVER COMMUNITY BANK 401(K) PLAN","2022-01-01","2E2F2G2J2K2S2T3D","HANOVER COMMUNITY BANK","NY",261454386,522110,182,212,0,0,0,0,177246,179245,10317285,14580278,"Commercial banking"
"6385","20240801095702NAL0023550865001","2023-01-01","2023-12-31","LISEGA, INC. 401(K) PLAN","1998-07-01","2E2F2G2J2K2S2T3B3D3H","LISEGA, INC.","TN",20409118,541990,139,147,3923,0,554,0,216240,193203,9070846,10767280,"All other professional, scientific, and technical services"
"6386","20240801095812NAL0023551665001","2023-01-01","2023-12-31","P.A. LANDERS, INC. RETIREMENT SAVINGS PLAN","1987-12-01","2E2F2G2J2K2T3D3H","P.A. LANDERS, INC.","MA",42660795,237310,302,307,12340,15575,9329,5794,375701,395761,20718640,22170046,"Highway, street, and bridge construction"
"6387","20240801143124NAL0015249907001","2023-01-01","2023-12-31","TRIPADVISOR RETIREMENT SAVINGS PLAN","2011-11-01","2E2F2G2J2K2R2S2T3D3H","TRIPADVISOR LLC","MA",43503532,519100,2228,2142,0,0,0,0,776013,776526,211359480,263504467,"Other information services"
"6388","20240821175643NAL0006644416001","2023-01-01","2023-12-31","AZUL HOSPITALITY 401K PLAN","2012-01-01","2E2F2G2J2K2T3D3H","AZUL HOSPITALITY, LLC","CA",823588795,721110,303,425,46814,24350,13346,68464,78573,191252,4070451,6345783,"Hotels (except casino hotels) and motels"
"6389","20240821065249NAL0003674497001","2023-01-01","2023-12-31","403(B) THRIFT PLAN INDIANA HEALTH CENTERS, INC.","1998-03-01","2G3D2F2L2S2T","INDIANA HEALTH CENTERS, INC.","IN",311003977,621399,469,515,0,0,0,0,0,0,12406995,14924604,"Offices of all other miscellaneous health practitioners"
"6390","20240821072328NAL0006517696001","2023-01-01","2023-12-31","BBI LOGISTICS, LLC 401(K) PLAN","2018-01-01","2A2E2J2K2F2G2T3D","BBI LOGISTICS, LLC","OH",822019085,484110,202,239,31743,0,598131,0,72628,124376,3875188,5992996,"General freight trucking, local"
"6391","20240822114721NAL0005062833001","2023-01-01","2023-12-31","MAYO CLINIC HEALTH SYSTEM 401(A) PLAN","1974-07-01","2C2E2G2J2K2T3H2R","MAYO CLINIC HEALTH SYSTEM - MANKATO","MN",411236756,622000,3822,3691,0,0,0,0,0,0,230032424,248995276,"Hospitals"
"6392","20240822114742NAL0008916784001","2023-01-01","2023-12-31","MACNEILL PRIDE GROUP CORP DBA GATHR OUTDOORS 401(K) PLAN","1998-01-01","2F2G2J2K2E2S2T3H3D","MACNEILL PRIDE GROUP CORP DBA GATHR OUTDOORS","ME",471044853,321900,380,404,0,0,0,0,472813,419756,21552179,25299499,"Other wood product manufacturing"
"6393","20240822091341NAL0002961107001","2023-01-01","2023-12-31","HUNGRY CATS, INC. PROFIT SHARING 401(K) PLAN AND TRUST","2011-01-01","2E2F2G2J2K2T3D","HUNGRY CATS, INC.","KS",810560643,445299,162,212,0,0,0,0,35654,74067,2152700,2929692,"All other specialty food stores"
"6394","20240822091653NAL0010712178001","2023-01-01","2023-12-31","SPINE WAVE, INC. 401(K) PROFIT SHARING PLAN AND TRUST","2003-01-01","2E2F2G2J2T3D","SPINE WAVE, INC.","CT",330954246,339110,136,132,0,0,0,0,204433,163451,19120691,23568253,"Medical equipment and supplies manufacturing"
"6395","20240822092414NAL0008729968001","2023-01-01","2023-12-31","MONTEREY BOATS REWARDS PLAN","2000-07-01","2E2F2G2J2K2T3D","SEABRING MARINE INDUSTRIES, INC","FL",592648868,336610,451,407,0,0,0,0,152427,237689,6947786,7757480,"Ship and boat building"
"6396","20241010172354NAL0041688354001","2023-01-01","2023-12-31","STRATEGIX MANAGEMENT LLC 401(K) PLAN","2017-12-22","2A2E2F2G2J2K2T","STRATEGIX MANAGEMENT LLC","DC",811479787,611000,351,453,18663,27110,11019,15223,26711,64586,1709366,3176258,"Educational services"
"6397","20241010172455NAL0036572944001","2023-01-01","2023-12-31","ZIEBART INTERNATIONAL 401(K) PLAN","1987-01-01","2E2J2K2F2G2R2S2T3D","ZIEBART INTERNATIONAL CORPORATION","MI",381723039,441300,116,107,127,0,112441,127655,72396,98974,6136356,7109234,"Automotive parts, accessories, and tire retailers"
"6398","20241010194821NAL0021695777001","2023-01-01","2023-12-31","CAVA GROUP, INC. 401(K) PLAN","2016-01-01","2E2F2G2J2K2T3D3F3H","CAVA HOLDING COMPANY, A DELAWARE CORPORATION","DC",473426661,722513,943,969,68928,78681,7303,8706,137012,236509,10084169,14020900,"Limited-service restaurants"
"6399","20241010182447NAL0011811523001","2023-01-01","2023-12-31","MARTIN'S BULK MILK SERVICE, INC. SAVINGS PLAN","1995-04-01","2E2F2G2J2K2T3D","MARTIN'S BULK MILK SERVICES, INC.","WI",391301505,484120,162,164,0,0,0,0,173274,268485,8425638,8167487,"General freight trucking, long-distance"
"6400","20241010182540NAL0011812163001","2023-01-01","2023-12-31","SUNLAND ASPHALT AND CONSTRUCTION EMPLOYEES 401(K) SAVINGS PLAN","2004-01-01","2E2F2G2J2K2S2T3D","SUNLAND ASPHALT & CONSTRUCTION, LLC","AZ",860455988,237310,533,498,0,0,0,0,526590,600508,23381868,28819360,"Highway, street, and bridge construction"
"6401","20241010182954NAL0035017248001","2023-01-01","2023-12-31","DELTA DELTA DELTA 401(K) PLAN","2020-01-01","2A2E2F2G2J2K2T3D","DELTA DELTA DELTA","TX",362374316,541990,109,114,0,0,0,0,16791,35641,2221317,3026708,"All other professional, scientific, and technical services"
"6402","20241010182959NAL0035017488001","2023-01-01","2023-12-31","LLNS 401(K) SAVINGS PLAN","2007-10-01","2F2G2J2T3F2R","LAWRENCE LIVERMORE NATIONAL SECURITY LLC","CA",205624386,541990,1892,1784,0,0,0,0,3900100,3744671,502831529,570597060,"All other professional, scientific, and technical services"
"6403","20241010183112NAL0041851602001","2023-01-01","2023-12-31","PRIMA INDUSTRIE NORTH AMERICA, INC. 401(K) PLAN","1993-01-01","2E2F2G2J2K2S2T3D","PRIMA INDUSTRIE NORTH AMERICA, INC","MA",363368708,335900,241,320,0,65148,20474,23569,279246,213051,33028537,35176823,"Other electrical equipment and component manufacturing"
"6404","20241010183257NAL0021613313001","2023-01-01","2023-12-31","FREMONT BANK EMPLOYEE STOCK OWNERSHIP AND 401(K) PLAN","1976-01-01","2E2F2G2I2J2K2P2Q2R2T3H3I","FREMONT BANCORPORATION","CA",941707113,522110,947,908,153,4098,61,1350957,1374121,1580309,172176060,188352911,"Commercial banking"
"6405","20241011081850NAL0022395361001","2023-01-01","2023-12-31","H.T.A. CAST RETIREMENT PLAN","1995-01-01","2E2F2G2J2K2T3D3H","HISTORIC TOURS OF AMERICA, INC","FL",592512154,712100,371,384,7068,9868,373,0,208735,164627,14049040,16413452,"Museums, historical sites, and similar institutions"
"6406","20241011081955NAL0021512769001","2023-01-01","2023-12-31","VALARIS SAVINGS PLAN","1991-05-15","2E2F2G2J2K2S2T3H","ENSCO INTERNATIONAL INCORPORATED","TX",760232579,541990,2779,2817,311337,382996,0,268672,6160221,6338178,400793462,435150861,"All other professional, scientific, and technical services"
"6407","20241011085820NAL0022453185001","2023-01-01","2023-12-31","401(K) EMPLOYEE SAVINGS PLAN OF GUEST SERVICES, INC.","1958-03-29","2E2F2G2J2K2T3D","GUEST SERVICES, INC.","VA",530164700,722300,704,704,1089,880,-42000,620,480506,491947,31463196,34454506,"Special food services"
